164,Flow Volkswagen of Greensboro,5601 Roanne Way # 100 ,"Greensboro, NC 27409 ", https://www.flowvolkswagengreensboro.com, (336) 856-9050,"36.06232345910683, -79.91098999355304"
165,Flow Volkswagen of Wilmington,5011 New Centre Drive ,"Wilmington, NC 28403 ", https://www.flowvolkswagenwilmington.com, (910) 392-3889,"34.240446264422964, -77.87632137354204"
166,Flow Volkswagen of Winston-Salem,425 Silas Creek Parkway ,"Winston Salem, NC 27127 ", https://www.flowvolkswagenwinstonsalem.com, (336) 723-3524,"36.06630709410106, -80.24628637931659"
167,Fowler Volkswagen of Norman,617 North Interstate Drive ,"Norman, OK 73069 ", https://www.fowlervw.com, (405) 310-4444,"35.226837416286884, -97.48391018761467"
168,Fox Valley Volkswagen,4050 East Main Street ,"St. Charles, IL 60175 ", https://foxvalleyvw.com, (630) 231-9900,"41.922618040179884, -88.25687540272813"
169,Fox Volkswagen,773 S Rochester Rd ,"Rochester Hills, MI 48307 ", https://www.vwbyfox.com, (248) 656-0400,"42.66964082430167, -83.13226569717746"
170,Frank Boucher Volkswagen,9601 Washington Ave ,"Racine, WI 53406 ", https://bouchervw.com, (262) 886-2886,"42.71888427690673, -87.90395678735366"
171,Frank Boucher VW of Janesville,4211 Milton Ave ,"Janesville, WI 53546 ", https://janesvillevw.com, (608) 757-6150,"42.73244901591901, -88.98973395545893"
172,Fred Beans Volkswagen,315 W Lancaster Ave ,"Devon, PA 19333 ", https://www.vwfredbeans.com, (610) 687-0700,"40.0453847048821, -75.43000129727432"
173,Fred Beans Volkswagen of Doylestown,830 N Easton Rd ,"Doylestown, PA 18902 ", https://www.vwofdoylestown.com, (215) 348-3040,"40.334246337199154, -75.1306518059585"
174,Fremont Volkswagen,6001 E 2nd St ,"Casper, WY 82609 ", https://www.fremontvwcasper.com, (307) 233-4300,"42.84223980446572, -106.23666040269343"
175,Galpin VW of San Fernando Valley,15421 Roscoe Blvd ,"North Hills, CA 91343 ", https://www.galpinvolkswagenofthesanfernandovalley.com, (818) 895-3800,"34.221777959146074, -118.468529647171"
176,Garcia Volkswagen of Santa Fe,2560 Camino Edward Ortiz ,"Santa Fe, NM 87507 ", https://www.volkswagenofsantafe.com, (505) 913-2950,"35.63396011245198, -106.02328707596298"
177,Garlyn Shelton Volkswagen,5700 Sw H K Dodgen Loop # 363 ,"Temple, TX 76504 ", https://www.garlynsheltonvwtemple.com, (254) 771-0128,"31.10748819537515, -97.39002277424515"
178,Garnet Volkswagen of West Chester,1620 Wilmington Pike ,"West Chester, PA 19382 ", https://www.garnetvw.com, (610) 361-8500,"39.88479276799661, -75.55071073163873"
179,Garvey Volkswagen of Queensbury,483 Quaker Rd ,"Queensbury, NY 12804 ", https://www.garveyvolkswagenofqueensbury.com, (518) 793-3488,"43.32937964010143, -73.62999227324505"
180,"Gene Langan Volkswagen, Inc.",816 New London Turnpike ,"Glastonbury, CT 06033 ", https://www.langanvw.com, (860) 633-0261,"41.70443657001498, -72.59325937942273"
181,Gene Messer Volkswagen,7007 University Ave ,"Lubbock, TX 79413 ", https://genemesservw.com, (806) 793-8844,"33.53038732716914, -101.86941896804109"
182,Gengras Volkswagen of Plainville,245 New Britain Ave ,"Plainville, CT 06062 ", https://www.gengrasvw.com, (860) 410-2000,"41.676761761179705, -72.84112855611022"
183,"Gensinger Motors, Inc.",Route 46 - 842 Valley Road ,"Clifton, NJ 07013 ", https://www.gensingervw.com, (973) 778-8500,"40.872412484184004, -74.18959673160307"
184,Gerald Jones Volkswagen,4022 Washington Rd ,"Martinez, GA 30907 ", https://www.geraldjonesvw.com, (706) 228-6900,"33.509838683001824, -82.10623840301199"
185,Germain Volkswagen of Columbus,1495 Auto Mall Dr ,"Columbus, OH 43228 ", https://germainvwofcolumbus.com, (614) 465-8989,"39.92183542875095, -83.12516970280186"
186,Gervais Volkswagen of Lowell,6 Industrial Ave. ,"Lowell, MA 01851 ", https://www.gervaisvw.com, (978) 454-1202,"42.6150951311765, -71.32178036037432"
187,Gezon Volkswagen,3985 Plainfield Ave Ne ,"Grand Rapids, MI 49525 ", https://www.gezonvw.com, (616) 361-7361,"43.03566888165705, -85.61891844938496"
188,Glenwood Springs Volkswagen,100 Riverine Rd ,"Glenwood Springs, CO 81601 ", https://www.glenwoodspringsvw.com, (970) 945-5200,"39.56070000019618, -107.36585643839612"
189,Gorman-McCracken Volkswagen,800 Highway 31 East ,"Longview, TX 75604 ", https://www.gormanmccrackenvw.com, (903) 753-8657,"32.48931862347382, -94.7580126962963"
190,Gossett Volkswagen,1875 Covington Pike ,"Memphis, TN 38128 ", https://www.gossettvwmemphis.com, (901) 388-8989,"35.17655735958448, -89.8976188164524"
191,Gossett Volkswagen of Germantown,7420 Winchester Rd ,"Memphis, TN 38125 ", https://www.gossettvwg.com, (901) 333-8989,"35.05117726856426, -89.8161039275015"
192,Graham Automotive,801 W 41st St ,"Sioux Falls, SD 57105 ", https://www.grahamvw.com, (605) 336-3655,"43.51450350190559, -96.73563397638497"
193,Grand Junction Volkswagen,653 Market St ,"Grand Junction, CO 81505 ", https://www.grandjunctionvolkswagen.com, (970) 255-6677,"39.10033646791447, -108.60689763841225"
194,Greeley Volkswagen,2605 35th Avenue ,"Greeley, CO 80634 ", https://www.greeleyvolkswagen.com, (970) 330-5430,"40.39485869661626, -104.73610827333657"
195,Green Volkswagen of Springfield,3901 W. Wabash Ave ,"Springfield, IL 62711 ", https://www.greenvw.com, (217) 523-3643,"39.7571905095786, -89.72795848501615"
196,Gunther Volkswagen,1660 S State Road 7 ,"Fort Lauderdale, FL 33317 ", https://gunthervw.com, (954) 797-1660,"26.099248968434406, -80.20074950873068"
197,Gunther Volkswagen Daytona Beach,1270 N Tomoka Farms Rd ,"Daytona Beach, FL 32124 ", https://www.gunthervwdaytona.com, (386) 523-0500,"26.100523471026346, -80.19968618811204"
198,Gunther Volkswagen of Coconut Creek,4300 N State Road 7 ,"Coconut Creek, FL 33073 ", https://www.gunthervw.net, (954) 590-3750,"26.282742878608815, -80.20132783389288"
199,Gunther Volkswagen of Delray Beach,2401 North Federal Highway ,"Delray Beach, FL 33483 ", https://gunthervwdelray.com, (561) 243-4600,"26.486946060758207, -80.06392503203523"
200,Gurley-Leep Volkswagen of Michiana,4004 Grape Rd ,"Mishawaka, IN 46545 ", https://gurleyleepvolkswagen.com, (574) 254-7130,"41.69617458301862, -86.18673232178675"
201,Gurnee Volkswagen,6301 W. Grand Avenue ,"Gurnee, IL 60031 ", https://www.gurneevw.com, (847) 855-1500,"42.38315546508182, -87.95796994933669"
202,Halbinsel Volkswagen,200 North 30th Street ,"Escanaba, MI 49829 ", https://www.halbinselvw.com, (906) 789-9650,"45.74715726308415, -87.08903950257924"
203,Hall Volkswagen,19809 W Bluemound Rd ,"Brookfield, WI 53045 ", https://www.hallvw.com, (262) 782-5300,"43.03558498962161, -88.15959142047703"
204,Hamilton Volkswagen,2200 Route 33 ,"Hamilton Square, NJ 08690 ", https://www.hamiltonvw.net, (609) 587-7600,"40.22272129879346, -74.64411151324201"
205,Hanover Volkswagen,1850 Carlisle Pike ,"Hanover, PA 17331 ", https://hanover-vw.com, (717) 797-4721,"39.840647952585876, -77.00741606169962"
206,Hansel Volkswagen of Santa Rosa,2951 Corby Ave. ,"Santa Rosa, CA 95407 ", https://hanselvolkswagen.com, (707) 578-1320,"38.405836960683416, -122.71684719611021"
207,Harper Volkswagen of Knoxville,9901 Kingston Pike ,"Knoxville, TN 37922 ", https://www.harpervw.com, (865) 691-0393,"35.90590520205895, -84.11168398514657"
208,Harte Volkswagen of Meriden,375 S Broad St ,"Meriden, CT 06450 ", https://www.hartevw.com, (203) 237-0261,"41.51216034161432, -72.80602695611626"
209,Haselwood Volkswagen of Bremerton,5008 Auto Center Blvd ,"Bremerton, WA 98312 ", https://www.haselwoodvolkswagen.com, (360) 377-3855,"47.561975921520144, -122.68155625587738"
210,Hawk Volkswagen of Joliet,2861 W Jefferson Street ,"Joliet, IL 60435 ", https://www.hawkvw.com, (815) 741-1100,"41.522772297946915, -88.15286476716112"
211,Hawk Volkswagen of Monroeville,3408 William Penn Hwy ,"Pittsburgh, PA 15235 ", https://www.hawkvwmonroeville.com, (412) 242-9800,"40.430463388081385, -79.81481934941013"
212,Hendrick Volkswagen Frisco,5010 State Highway 121 ,"Frisco, TX 75034 ", https://hendrickvwfrisco.com, (469) 362-2700,"33.086367916987086, -96.84514274535238"
213,Hendrick Volkswagen of Concord,7500 Hendrick Auto Plaza Nw ,"Concord, NC 28027 ", https://www.hendrickvwofconcord.com, (704) 456-3300,"35.361684954717845, -80.70006790295491"
214,Herb Easley Volkswagen,1125 Central Fwy ,"Wichita Falls, TX 76306 ", https://www.herbeasleyvw.com, (940) 723-6631,"33.93409584482737, -98.51629606741722"
215,Heritage Volkswagen Catonsville,6624 Baltimore National Pike ,"Baltimore, MD 21228 ", https://www.heritagevwcatonsville.com, (410) 744-2300,"39.2884856565754, -76.76823017398759"
216,Heritage Volkswagen Parkville,9215 Harford Rd ,"Baltimore, MD 21234 ", https://www.heritagevwbaltimore.com, (410) 661-3400,"39.39018335502616, -76.52793740282016"
217,"Heritage Volkswagen, Inc.",4305 Jonesboro Rd ,"Union City, GA 30291 ", https://www.atlantavolkswagen.com, (770) 774-9310,"33.58706592225055, -84.54243352385919"
218,"Herman Cook Volkswagen, Inc.",1435 Encinitas Blvd ,"Encinitas, CA 92024 ", https://www.cookvw.com, (760) 753-6256,"33.04545874939169, -117.2585575790999"
219,Herzog Meier Volkswagen,4275 Sw 139th Way ,"Beaverton, OR 97005 ", https://www.herzog-meiervw.com, (503) 644-9121,"45.48965324975649, -122.82034485596259"
220,Hewlett Volkswagen,7951 Hewlett Loop Road ,"Georgetown, TX 78626 ", https://www.hewlettvw.com, (512) 681-3500,"30.574805397343816, -97.69136276812559"
221,Hiley Volkswagen of Arlington,1461 E Interstate 20 ,"Arlington, TX 76018 ", https://hileyvw.com, (817) 575-6100,"32.67890001257846, -97.08878432512681"
222,Hiley Volkswagen of Huntsville,6944 Highway 72 W ,"Huntsville, AL 35806 ", https://www.hileyvwhuntsville.com, (256) 881-1881,"34.75369534238588, -86.70638852195226"
223,"Hillcrest Volkswagen, Inc.",3451 Route 56 East ,"Lower Burrell, PA 15068 ", https://www.hillcrestvwpa.com, (724) 335-9847,"40.59271232443142, -79.69391740277712"
224,Honolulu Volkswagen,2881 N. Nimitz Highway ,"Honolulu, HI 96819 ", https://www.honoluluvw.com, (808) 369-9016,"21.334840365990527, -157.90315098431142"
225,Hoy Volkswagen of El Paso,7230 Viscount Blvd ,"El Paso, TX 79925 ", https://www.hoyvw.com, (915) 778-5341,"31.78090905385912, -106.38890234539019"
226,Hudson Valley Volkswagen,1148 Route 9 ,"Wappingers Falls, NY 12590 ", https://www.hudsonvalleyvw.com, (845) 298-4500,"41.56656733688119, -73.90641311015278"
227,Ide Volkswagen of East Rochester,333 N Washington St ,"East Rochester, NY 14445 ", https://idevw.com, (585) 586-2225,"43.120557658117065, -77.48597080268279"
228,Imperial Valley Volkswagen,2381 Highway 86 ,"Imperial, CA 92251 ", https://www.imperialvw.com, (760) 679-0000,"32.82444997439743, -115.57119756070459"
229,Island Volkswagen,1632 Hylan Blvd ,"Staten Island, NY 10305 ", https://myislandvw.com, (718) 513-7500,"40.58863261386815, -74.08965506044959"
230,"J. Bertolet, Inc.",555 Route 61 ,"Orwigsburg, PA 17961 ", https://www.jbertolet.com, (570) 366-0501,"40.642483548659335, -76.11449101997269"
231,Jack Daniels Volkswagen,40-18 Broadway ,"Fair Lawn, NJ 07410 ", https://www.jackdanielsvw.com, (201) 703-1925,"40.92619180867882, -74.09410581810955"
232,Jack Ingram VW of Montgomery,255 Eastern Blvd ,"Montgomery, AL 36117 ", https://www.jackingramvolkswagen.com, (334) 420-7700,"32.37546758504856, -86.20845373188152"
233,Jack Metzer Volkswagen,1857 Montour Blvd ,"Danville, PA 17821 ", https://www.metzervw.com, (570) 275-2212,"40.963354069706135, -76.56661286043588"
234,Jeff D'Ambrosio Volkswagen,1221 East Lancaster Avenue ,"Downingtown, PA 19335 ", https://www.gojeffvw.com, (610) 873-2400,"40.02158582719176, -75.66860444201347"
235,"Jennings Volkswagen, Inc.",201 Waukegan Rd ,"Glenview, IL 60025 ", https://jennings-vw.com, (847) 729-3500,"42.059184039910726, -87.79872146039531"
236,Jim Ellis Volkswagen of Chamblee,5901 Peachtree Blvd. ,"Atlanta, GA 30341 ", https://www.jimellisvwatlanta.com, (770) 458-6811,"33.90760917321699, -84.29144437601671"
237,Jim Ellis Volkswagen of Kennesaw,950 Barrett Parkway ,"Kennesaw, GA 30144 ", https://www.jimellisvolkswagenkennesaw.com, (770) 370-4900,"34.0045020380164, -84.57846962998036"
238,"Joe Heidt Motors, Corp.",515 State Route 17 South ,"Ramsey, NJ 07446 ", https://www.joeheidt.com, (201) 327-2900,"41.05627160304124, -74.12160618926858"
239,Joe Holland Volkswagen,210 Maccorkle Ave Sw ,"South Charleston, WV 25303 ", https://joehollandvw.com, (304) 744-1561,"38.36799997184655, -81.69927844518342"
240,Joe Machens Volkswagen of Columbia,1200 Vandiver Drive ,"Columbia, MO 65202 ", https://joemachensvw.net, (573) 814-6700,"38.97034601307853, -92.32171408934319"
241,"Joe Pecheles Volkswagen, Inc.",3021 Evans St ,"Greenville, NC 27834 ", https://www.pechelesvw.com, (252) 756-1135,"35.57998969440148, -77.38054290294795"
242,Joseph Volkswagen of Cincinnati,3813 Montgomery Rd ,"Cincinnati, OH 45212 ", https://josephvw.com, (513) 531-5500,"39.14911285415863, -84.46572318933693"
243,Kalispell Volkswagen,1177 Us Highway 2 E ,"Kalispell, MT 59901 ", https://kalispellvolkswagen.com, (406) 752-8989,"48.21024357063194, -114.29094927364099"
244,Karen Radley Volkswagen,14700 Jefferson Davis Hwy ,"Woodbridge, VA 22191 ", https://www.karenradleyvw.com, (703) 550-0202,"38.63344949089092, -77.27261544517428"
245,KarMart Volkswagen,1725 Bouslog Rd ,"Burlington, WA 98233 ", https://www.karmartvolkswagen.com, (360) 757-0815,"48.45329997128339, -122.34574001595844"
246,KarMART Volkswagen of Maui,411 Huku Lii Pl Ste 104 ,"Kihei, HI 96753 ", https://www.mauivw.com, (808) 419-7400,"20.774070153931525, -156.4514078609882"
247,Keffer Volkswagen,13651 Statesville Road ,"Huntersville, NC 28078 ", https://www.keffervw.com, (704) 766-2121,"35.40346215267788, -80.85358206062585"
248,Kelly Volkswagen,72 Andover St ,"Danvers, MA 01923 ", https://kelly-vw.com, (978) 774-8000,"42.55235355607382, -70.96079809099403"
249,Kelly Volkswagen,736 S Main Ave ,"Scranton, PA 18504 ", https://www.kellyvolkswagen.com, (570) 347-5656,"41.405172535660235, -75.6871149322359"
250,Kempthorn Volkswagen,1449 Cleveland Ave Nw ,"Canton, OH 44703 ", https://kempthornvw.com, (330) 452-6511,"40.81297511156067, -81.37819308742466"
251,Ken Ganley Volkswagen Bedford,250 Broadway Ave ,"Bedford, OH 44146 ", https://www.kenganleyvwbedford.com, (440) 439-3444,"41.400835795160184, -81.54916105612047"
252,Ken Ganley Volkswagen North Olmsted,25580 Lorain Rd ,"North Olmsted, OH 44070 ", https://www.kenganleyvwnortholmsted.com, (440) 734-2000,"41.42288895483154, -81.90488822872761"
253,Ken Garff Volkswagen,115 E University Pkwy ,"Orem, UT 84058 ", https://kengarffvworem.com, (801) 374-1751,"40.27402015735121, -111.69254386231371"
254,Ken Garff Volkswagen Gilbert,1489 E Motorplex Loop ,"Gilbert, AZ 85297 ", https://kengarffvwgilbert.com, (480) 786-8900,"33.288745710254794, -111.75851987418251"
255,Kerry Volkswagen,1020 Burlington Pike ,"Florence, KY 41042 ", https://www.kerryvw.com, (859) 371-8191,"39.00742086071916, -84.65951706050579"
256,Killeen Volkswagen,3221 E Central Texas Expy ,"Killeen, TX 76543 ", https://www.killeenvolkswagen.com, (254) 699-2629,"31.08714218642895, -97.70531620308186"
257,King Volkswagen,979 N Frederick Ave ,"Gaithersburg, MD 20879 ", https://www.vwking.com, (301) 948-3330,"39.15919909305674, -77.21797598503728"
258,Kings Volkswagen,9570 Kings Auto Mall Rd ,"Cincinnati, OH 45249 ", https://www.vwkings.com, (513) 677-2710,"39.296120333758424, -84.3077006227361"
259,Koch 33 Volkswagen of Easton,191 Commerce Park Dr Ste B ,"Easton, PA 18045 ", https://www.koch33volkswagen.com, (610) 253-6244,"40.69436373306049, -75.28746496044567"
260,"Kocourek Wausau Imports, Inc.",152201 Morning Glory Ln ,"Wausau, WI 54401 ", https://www.kocourekvw.com, (715) 359-0303,"44.91562887588461, -89.65210338726813"
261,Kuhn Volkswagen,3900 W Kennedy Blvd ,"Tampa, FL 33609 ", https://kuhnvw.com, (813) 872-4841,"27.944350576053456, -82.5082378915254"
262,Lafayette Volkswagen,1701 Sagamore Pkwy S ,"Lafayette, IN 47905 ", https://www.raisorvw.com, (765) 446-1948,"40.39917279458405, -86.85650966045635"
263,LaFontaine Volkswagen of Dearborn,2200 S Telegraph Rd ,"Dearborn, MI 48124 ", https://lafontainevolkswagen.com, (313) 996-6000,"42.29542769485484, -83.27245838922255"
264,LaFontaine Volkswagen of Livonia,34501 Plymouth Rd ,"Livonia, MI 48150 ", https://lafontainevolkswagenlivonia.com, (734) 425-5400,"42.36774567855422, -83.3833193027115"
265,Lakeland Volkswagen,209 S Lake Parker Ave ,"Lakeland, FL 33801 ", https://lakelandvw.com, (863) 688-8112,"28.04252476045988, -81.94143673385078"
266,Larry H. Miller Volkswagen Avondale,10205 W Papago Fwy ,"Avondale, AZ 85323 ", https://www.larrymillervolkswagen.com, (623) 215-1600,"33.459681373391284, -112.2816979895218"
267,Larry H. Miller Volkswagen Lakewood,8303 W Colfax Ave ,"Lakewood, CO 80214 ", https://www.lhmvw.com, (303) 237-1311,"39.74116779782398, -105.08935406722605"
268,Larry H. Miller Volkswagen Tucson,900 W Auto Mall Dr ,"Tucson, AZ 85705 ", https://www.volkswagenoftucson.com, (520) 888-0777,"32.2870233038056, -110.98779436496267"
269,Larry Roesch VW of Bensenville,313 W Grand Ave ,"Bensenville, IL 60106 ", https://larryroeschvw.com, (630) 860-0400,"41.931629425339416, -87.95165427409846"
270,Leesburg Volkswagen,9105 Us Highway 441 ,"Leesburg, FL 34788 ", https://www.jenkinsvolkswagen.com, (352) 360-7150,"28.829390012355557, -81.80538746684093"
271,"Legend Autorama, Ltd.",158 Merrick Rd ,"Amityville, NY 11701 ", https://legendvw.com, (631) 691-7700,"40.671253331350854, -73.4158373952244"
272,Leith Volkswagen,2300 Auto Park Boulevard ,"Cary, NC 27511 ", https://www.leithvwcary.com, (919) 297-1640,"35.737277817249165, -78.8129896475565"
273,Leith Volkswagen of Raleigh,4005 Capital Hills Drive ,"Raleigh, NC 27616 ", https://www.leithvwraleigh.com, (919) 828-0828,"35.88774257787092, -78.56739217815138"
274,Lewisville Volkswagen,893 S Stemmons Fwy ,"Lewisville, TX 75067 ", https://www.lewisvillevw.com, (972) 538-0700,"33.03554729940112, -97.00022490500605"
275,Lia Volkswagen,140 Elm St ,"Enfield, CT 06082 ", https://www.liavw.com, (860) 745-2000,"41.99827159423758, -72.5758154219373"
276,Liberty Import Center,920 S Milwaukee Ave ,"Libertyville, IL 60048 ", https://www.libertyvw.com, (847) 680-8000,"42.27115521916735, -87.949636918036"
277,Liberty Volkswagen,600 Cambell St. ,"Rapid City, SD 57701 ", https://www.liberty-vw.com, (605) 718-1000,"44.076980677799256, -103.19104112160963"
278,Lindsay Volkswagen of Dulles,22455 Lindsay Cars Court ,"Sterling, VA 20166 ", https://lindsayvolkswagen.com, (703) 880-8000,"38.997829072873586, -77.43305721845957"
279,Lindsay Volkswagen of Manassas,8200 Centreville Rd ,"Manassas, VA 20111 ", https://manassasvw.com, (540) 701-7425,"38.77822169381469, -77.45138178921181"
280,Lithia Volkswagen of Des Moines,5200 Merle Hay Rd ,"Johnston, IA 50131 ", https://volkswagenofdesmoines.com, (877) 568-0313,"41.655245045209575, -93.69881013932721"
281,Lithia Volkswagen of Reno,1050 E Plumb Ln # 110 ,"Reno, NV 89502 ", https://www.lithiarenovw.com, (775) 852-3300,"39.504953898731046, -119.78641033161855"
282,Lokey Volkswagen,27850 Us Highway 19 N ,"Clearwater, FL 33761 ", https://lokeyvw.com, (727) 799-2151,"28.025269546847, -82.739300497939"
283,Long-Lewis Volkswagen of the Shoals,1602 Florence Blvd ,"Florence, AL 35630 ", https://www.longlewisvw.com, (256) 764-3351,"34.82049806784101, -87.65239677881112"
284,Lou Bachrodt Volkswagen,7070 Cherryvale North Blvd ,"Rockford, IL 61112 ", https://www.loubachrodtvw.com, (815) 332-3000,"42.250955737125004, -88.97912322968959"
285,Low Country Volkswagen,1001 Johnnie Dodds Blvd ,"Mount Pleasant, SC 29464 ", https://lowcountryvw.com, (843) 881-8555,"32.81026637309841, -79.86723871254807"
286,Loyalty Volkswagen,16300 Loyalty Way ,"Chester, VA 23831 ", https://loyaltyvwrichmond.com, (804) 518-9300,"37.30607659083747, -77.39302066375649"
287,Lunde's Peoria Volkswagen,8801 W Bell Rd ,"Peoria, AZ 85382 ", https://www.peoriavw.com, (623) 875-4000,"33.637970735241, -112.24732222104083"
288,Luther Brookdale Volkswagen,6801 Brooklyn Boulevard ,"Brooklyn Center, MN 55429 ", https://lutherbrookdalevw.com, (763) 331-6400,"45.078812239048105, -93.3369899429491"
289,Luther Burnsville Volkswagen,14550 Buck Hill Rd ,"Burnsville, MN 55306 ", https://burnsvillevw.com, (952) 892-9400,"44.739327785173714, -93.28569018738568"
290,Luther West Side Volkswagen,2370 MN-100 ,"Saint Louis Park, MN 55416 ", https://westsidevw.com, (952) 377-4100,"44.95974180735503, -93.34701833510597"
291,Mac Volkswagen,1920 Ne Highway 99w ,"Mcminnville, OR 97128 ", https://www.macvw.com, (503) 472-4658,"45.22740749035587, -123.17817196611448"
292,MAG Volkswagen of Dublin,6335 Perimeter Loop Road ,"Dublin, OH 43017 ", https://www.magvolkswagen.com, (614) 717-4843,"40.10030642570604, -83.15107157723472"
293,Maguire Volkswagen,370 Elmira Rd ,"Ithaca, NY 14850 ", https://www.maguirevw.com, (607) 257-1515,"42.42262074091045, -76.51828897559925"
294,Mankato Volkswagen,2021 Fern Lake Rd ,"Mankato, MN 56001 ", https://www.vwmankato.com, (507) 625-5641,"44.167922556038235, -93.94548805156546"
295,Maple Hill Volkswagen,5622 W Main St ,"Kalamazoo, MI 49009 ", https://www.maplehillvw.com, (269) 342-6600,"42.297034142611025, -85.65887925241216"
296,Mastria Volkswagen of Raynham,1619 New State Hwy ,"Raynham, MA 02767 ", https://mastriavw.com, (508) 802-9555,"41.903265019551355, -71.0057180220049"
297,Matthews Volkswagen of Vestal,2100 Vestal Parkway E ,"Vestal, NY 13850 ", https://www.matthewsvw.com, (607) 772-0700,"42.09286198715778, -76.01976327398327"
298,McDaniels Volkswagen,440 Killian Rd ,"Columbia, SC 29203 ", https://www.mcdanielsvw.com, (803) 786-6408,"34.138386014713134, -80.95392318848798"
299,McDonald Volkswagen,6000 S Broadway ,"Littleton, CO 80121 ", https://mcdonaldvw.com, (303) 795-1100,"39.60828822145131, -104.98741381619367"
300,McGrath Volkswagen of Dubuque,2075 Holliday Dr ,"Dubuque, IA 52002 ", https://www.mcgrathvwofdubuque.com, (563) 587-4300,"42.51177300270382, -90.74370670622386"
301,McGrath Volkswagen of Marion,675 Blairs Ferry Road ,"Marion, IA 52302 ", https://www.mcgrathvw.com, (319) 377-3474,"42.03158981376942, -91.61373249189911"
302,McKenna Motors Cerritos,18303 Studebaker Rd ,"Cerritos, CA 90703 ", https://www.mckennavwcerritos.com, (562) 653-9000,"33.86508447343417, -118.10023420637523"
303,McKenna Volkswagen,18711 Beach Blvd ,"Huntington Beach, CA 92648 ", https://www.mckennavwhb.com, (714) 842-2000,"33.69045464761091, -117.98925472181847"
304,McLarty VW of North Little Rock,6030 Landers Rd ,"North Little Rock, AR 72117 ", https://mclartyvw.com, (501) 945-5353,"34.808491831645696, -92.20671867325996"
305,Medford Volkswagen,4606 Grumman Dr ,"Medford, OR 97504 ", https://www.medfordvw.com, (541) 774-7500,"42.38152524137215, -122.85682510261216"
306,Merced Volkswagen,1555 W 16th St ,"Merced, CA 95340 ", https://www.mercedvw.com, (209) 384-2000,"37.306673923063826, -120.49970881957547"
307,Midlands Volkswagen of Columbia,655 Broad River Rd ,"Columbia, SC 29210 ", https://midlandsvw.com, (803) 799-6351,"34.025112916325696, -81.07261872532497"
308,Mike Maroone VW N Colorado Springs,1580 Auto Mall Loop ,"Colorado Springs, CO 80920 ", https://www.mikemaroonevw.com, (719) 941-8181,"38.952886122967705, -104.79415386267034"
309,"Minuteman Volkswagen, Inc.",39 North Rd ,"Bedford, MA 01730 ", https://www.minutemanvw.com, (781) 275-8000,"42.49578038345948, -71.28523703692444"
310,Mission Bay Volkswagen,2111 Morena Blvd ,"San Diego, CA 92110 ", https://www.missionbayvolkswagen.com, (619) 276-6171,"32.78448559842978, -117.20584445859656"
311,Missoula Volkswagen,3665 N Reserve St ,"Missoula, MT 59808 ", https://www.missoulavw.com, (406) 721-2438,"46.90554753973884, -114.0411731341352"
312,Mitchell Volkswagen,416 Hopmeadow Street ,"Simsbury, CT 06070 ", https://www.mitchellvw.com, (860) 693-7668,"41.85332860755284, -72.81311398341849"
313,"Moffitt Volkswagen, Inc.",1975 Old Minden Rd ,"Bossier City, LA 71111 ", https://moffittvw.com, (318) 746-2175,"32.51720368836406, -93.7127993090115"
314,Mohegan Lake Volkswagen,1744 E Main St ,"Mohegan Lake, NY 10547 ", https://www.moheganlakevw.com, (914) 528-8076,"41.324574400943234, -73.85183266897089"
315,Molle Volkswagen,808 W 103rd St ,"Kansas City, MO 64114 ", https://www.mollevwofkansascity.com, (816) 941-9500,"38.9419403363745, -94.60161406082484"
316,Momentum Volkswagen,2405 Richmond Ave ,"Houston, TX 77098 ", https://www.momentumvolkswagen.com, (713) 596-3300,"29.73400554436722, -95.41714433701023"
317,Montpelier Volkswagen,2287 Berlin State Hwy ,"Barre, VT 05641 ", https://montpeliervolkswagen.com, (802) 223-3434,"44.23217129110933, -72.55471690496225"
318,Morong Brunswick,314 Bath Rd ,"Brunswick, ME 04011 ", https://www.morongbrunswick.com, (207) 725-4323,"43.911625622727115, -69.89615094382252"
319,Morong Falmouth Volkswagen,187 Us Route 1 ,"Falmouth, ME 04105 ", https://www.morongvw.com, (207) 781-4020,"43.716298026438224, -70.23269791698245"
320,Moses Volkswagen of Huntington,5210 U.S. Route 60 East ,"Huntington, WV 25705 ", https://www.mosesvolkswagen.com, (304) 736-5226,"38.41300949177064, -82.34059008578646"
321,Moss Bros. Volkswagen of Moreno Val,27750 Eucalyptus Ave ,"Moreno Valley, CA 92555 ", https://www.mossbrosvwofmorenovalley.com, (951) 485-4188,"33.93816819471764, -117.17777824257425"
322,Mossy Volkswagen,1695 Auto Park Way ,"Escondido, CA 92029 ", https://www.mossyvolkswagen.com, (760) 745-7551,"33.11522768866264, -117.10838628909318"
323,Muller Volkswagen,1340 Park Ave W ,"Highland Park, IL 60035 ", https://www.mullervolkswagen.com, (847) 433-7900,"42.18778304523801, -87.82400323714589"
324,Murdock Volkswagen of Logan,3181 N Main St ,"Logan, UT 84341 ", https://murdockvw.com, (435) 787-0040,"41.790901138843886, -111.8350420472155"
325,Nalley Volkswagen of Alpharetta,1550 Mansell Rd ,"Alpharetta, GA 30009 ", https://www.nalleyvw.com, (678) 795-3444,"34.040861260022034, -84.32266621182366"
326,Napleton's Volkswagen of Orlando,12700 E Colonial Dr ,"Orlando, FL 32826 ", https://www.napletonorlandovw.com, (407) 591-3990,"28.56306489032464, -81.18978342650259"
