555,Volkswagen of Mobile,4.5,330,,,
556,Volkswagen of Moon Township,4.3,440,,,
557,Volkswagen of Murfreesboro,4.6,1014,,,
558,Volkswagen of Murrieta,4.6,1151,,,
559,Volkswagen of Muskegon,4,146,,,
560,Volkswagen of Nanuet,4.5,704,,,
561,Volkswagen of Naples,4.6,558,,,
562,Volkswagen of New Port Richey,4.5,1310,,,
563,"Volkswagen of North Attleboro, Inc.",4.4,257,,,
564,Volkswagen of North Nashville,4.2,714,,,
565,Volkswagen of North Tampa,4.6,1256,,,
566,Volkswagen of Oak Lawn,4.3,944,,,
567,Volkswagen of Oakland,4.5,1209,,,
568,Volkswagen of Ocala,4.5,1113,,,
569,Volkswagen of Old Saybrook,4.5,213,,,
570,Volkswagen of Olympia,4.6,1014,,,
571,Volkswagen of Orange Park,4.2,1377,,,
572,Volkswagen of Orchard Park,4.3,321,,,
573,Volkswagen of Orland Park,4.3,856,,,
574,Volkswagen of Palatine,4.4,1125,,,
575,Volkswagen of Palm Springs,4.4,692,,,
576,Volkswagen of Panama City,4.5,898,,,
577,Volkswagen of Peoria,4.6,366,,,
578,Volkswagen of Perrysburg,4.8,109,,,
579,Volkswagen of Puyallup,4.8,1203,,,
580,Volkswagen of Quad Cities,4.7,344,,,
581,Volkswagen of Rutland,4.7,68,,,
582,Volkswagen of Saint Augustine,4.5,1009,,,
583,Volkswagen of Salem,4.3,1695,,,
584,Volkswagen of Salem County,4.5,335,,,
585,Volkswagen of Santa Cruz,3.8,282,,,
586,Volkswagen of Schenectady,4.1,798,,,
587,Volkswagen of Sioux City,4.6,137,,,
588,Volkswagen of Smithtown,4.3,689,,,
589,Volkswagen of South Charlotte,4.6,2347,,,
590,Volkswagen of South Mississippi,4.7,590,,,
591,Volkswagen of Springfield,4.1,392,,,
592,Volkswagen of Springfield,4.6,277,,,
593,Volkswagen of Streetsboro,4.7,2737,,,
594,Volkswagen of Tacoma,4.3,1058,,,
595,Volkswagen of Topeka,4.8,416,,,
596,Volkswagen of Union,3.7,697,,,
597,Volkswagen of Waco,4.5,1267,,,
598,Volkswagen of Warner Robins,4.2,552,,,
599,Volkswagen of Wesley Chapel,4.6,456,,,
600,Volkswagen of West Islip,4.3,1119,,,
601,Volkswagen of Wooster,3.8,81,,,
602,Volkswagen Pasadena,4.3,840,,,
603,Volkswagen Pittsfield,4.7,196,,,
604,Volkswagen Princeton,4.4,511,,,
605,Volkswagen Reading,4.2,331,,,
606,Volkswagen Saco,4.7,753,,,
607,Volkswagen San Bernardino,4.3,626,,,
608,Volkswagen San Francisco,4.6,486,,,
609,Volkswagen Santa Monica,4.6,2136,,,
610,Volkswagen South Coast,4.7,1290,,,
611,Volkswagen SouthTowne,4.5,6018,,,
612,Volkswagen World of Newton,4.1,134,,,
613,Vorderman Volkswagen,4.3,670,,,
614,"Vyletel Volkswagen, Inc.",4.2,506,,,
615,Walker Volkswagen,3.9,629,,,
616,Wallace Volkswagen,4.5,652,,,
617,Wallace Volkswagen of Bristol,4.8,392,,,
618,Wallace Volkswagen of Johnson City,4.4,193,,,
619,"Wellesley Volkswagen, Incorporated",4.8,1354,,,
620,West Broad Volkswagen,4.5,886,,,
621,West Herr Volkswagen,4.5,408,,,
622,West Houston Volkswagen,4.2,1337,,,
623,Wheeling Volkswagen,4.6,58,,,
624,White Plains Volkswagen,4.3,733,,,
625,White-Allen Volkswagen,4.3,386,,,
626,"Williams Volkswagen, Inc.",4.4,445,,,
627,Winn Volkswagen,4.4,788,,,
628,Winn Volkswagen of Woodland Hills,4.2,403,,,
629,Winner Volkswagen of Dover,4.6,482,,,
630,Witham Volkswagen of Cedar Falls,4.1,172,,,
631,World Volkswagen of Neptune,4.6,1398,,,
632,Wyatt Johnson VW of Clarksville,4.7,974,,,
633,Wynn Volkswagen,4.6,432,,,
634,"York Volkswagen, Inc.",4.3,380,,,
635,Young Volkswagen of Layton,4.4,1153,,,
636,Zimbrick Volkswagen,4.7,633,,,
637,Zimbrick Volkswagen of Madison,4.7,1058,,,
